partnerid,stream,habitat,block,maxT,stripid
1,1,STR,U,28.8,73
1,1,STR,D,39.6,74
1,1,STR,U,49.2,76
1,1,STR,D,52.2,77
1,1,RIP,D,65.1,85
1,1,RIP,D,66.3,88
1,1,RIP,U,67.7,92
1,1,RIP,U,72.5,103
1,2,STR,U,48.1,75
1,2,RIP,U,55,78
1,2,RIP,D,60.7,80
1,2,RIP,D,63.8,83
1,2,RIP,U,66.2,87
1,3,STR,D,59.6,79
1,3,STR,D,61.5,81
1,3,STR,U,65.5,86
1,3,RIP,U,67.1,90
1,3,RIP,U,67.2,91
1,3,RIP,D,68.1,93
1,3,RIP,D,68.9,94
1,3,STR,U,69.1,95
1,4,RIP,U,63.1,82
1,4,STR,D,65,84
1,4,RIP,D,69.1,96
1,4,RIP,U,70.6,99
1,4,STR,U,71.8,100
1,4,RIP,D,71.9,101
1,4,STR,U,71.9,102
1,4,STR,D,73.1,104
1,0,,,66.7,89
1,0,,,69.5,97
1,0,,,70.5,98
1,0,,,75.1,105
2,1,STR,D,11,142
2,1,STR,D,24.2,147
2,1,STR,U,26.7,148
2,1,STR,U,32.1,150
2,1,RIP,U,51.1,161
2,1,RIP,D,51.3,162
2,1,RIP,D,56.6,172
2,1,RIP,U,57.9,173
2,2,RIP,D,50.6,160
2,2,RIP,D,51.6,163
2,2,RIP,U,51.7,164
2,2,STR,D,51.9,166
2,2,STR,D,53.7,168
2,2,STR,U,54.1,169
2,2,RIP,U,55.1,170
2,2,STR,U,56.4,171
2,3,STR,U,17.3,143
2,3,STR,D,22,144
2,3,STR,D,23.2,145
2,3,STR,U,23.8,146
2,3,RIP,U,50.2,157
2,3,RIP,D,50.4,159
2,3,RIP,D,51.8,165
2,3,RIP,U,53,167
2,4,STR,D,28.8,149
2,4,STR,U,33.9,151
2,4,STR,U,35.5,152
2,4,STR,D,36.9,153
2,4,RIP,D,38.2,154
2,4,RIP,U,39.3,155
2,4,RIP,U,48.9,156
2,4,RIP,D,50.2,158
2,0,,,62.1,174
2,0,,,68.8,175
2,0,,,73.2,176
2,0,,,75.8,177
3,1,STR,U,7.4,179
3,1,STR,D,8.6,181
3,1,STR,D,10,183
3,1,STR,U,17.4,185
3,1,RIP,D,35.5,192
3,1,RIP,D,36.6,193
3,1,RIP,U,44,201
3,1,RIP,U,49.3,208
3,2,STR,U,27,189
3,2,RIP,D,38.6,195
3,2,STR,U,38.7,196
3,2,STR,D,40.1,198
3,2,STR,D,41.2,199
3,2,RIP,U,43.5,200
3,2,RIP,D,45.9,203
3,2,RIP,U,46.2,205
3,3,STR,U,4.8,178
3,3,STR,D,8,180
3,3,STR,D,8.9,182
3,3,STR,U,11.5,184
3,3,RIP,U,45.5,202
3,3,RIP,D,45.9,204
3,3,RIP,D,46.8,207
3,4,STR,U,20.9,186
3,4,STR,U,26,187
3,4,RIP,D,26.1,188
3,4,STR,D,29.6,190
3,4,STR,D,29.7,191
3,4,RIP,D,37.8,194
3,4,RIP,U,39,197
3,4,RIP,U,46.2,206
4,1,STR,U,11,250
4,1,STR,U,21.3,252
4,1,STR,D,26.6,257
4,1,RIP,U,28.1,258
4,1,STR,D,28.9,259
4,1,RIP,D,35.7,261
4,1,RIP,D,38,263
4,1,RIP,U,39.9,266
4,2,STR,D,18.4,251
4,2,STR,U,24.1,253
4,2,STR,U,25.2,254
4,2,STR,D,26,256
4,2,RIP,D,28.9,260
4,2,RIP,U,36.5,262
4,2,RIP,U,47.8,271
4,2,RIP,D,50.4,273
4,3,STR,U,25.6,255
4,3,STR,D,38.5,264
4,3,STR,U,39.3,265
4,3,RIP,D,40,267
4,3,RIP,U,40.1,268
4,3,STR,D,40.4,269
4,3,RIP,U,46.6,270
4,3,RIP,D,48.4,272
4,0,,,55.1,274
4,0,,,58.6,275
4,0,,,60.3,276
4,0,,,65.2,277
4,0,,,65.7,278
5,1,STR,D,27.8,289
5,1,RIP,D,29.6,291
5,1,STR,U,29.7,292
5,1,STR,U,32.1,294
5,1,STR,D,34.9,295
5,1,RIP,D,51.6,308
5,1,RIP,U,62,314
5,1,RIP,U,65.6,315
5,2,STR,U,10.1,280
5,2,STR,U,24.4,288
5,2,STR,D,29,290
5,2,STR,D,31.7,293
5,2,RIP,D,40,298
5,2,RIP,U,42.8,302
5,2,RIP,D,51.1,307
5,2,RIP,U,53.6,310
5,3,STR,U,8,279
5,3,STR,D,11.3,281
5,3,STR,U,13.4,282
5,3,STR,D,13.8,283
5,3,RIP,D,35.3,296
5,3,RIP,D,46.1,304
5,3,RIP,U,57.5,312
5,3,RIP,U,58.6,313
5,4,STR,U,16.2,284
5,4,STR,U,17.9,285
5,4,STR,D,20.4,286
5,4,STR,D,22.2,287
5,4,RIP,U,48.1,305
5,4,RIP,D,49.8,306
5,4,RIP,D,53.5,309
5,4,RIP,U,55.5,311
6,1,STR,D,2.2,316
6,1,STR,D,2.5,317
6,1,STR,U,26.3,320
6,1,STR,U,33.4,321
6,1,RIP,D,51.6,325
6,1,RIP,U,53.1,326
6,1,RIP,D,57.5,328
6,1,RIP,U,59.1,329
6,2,STR,D,2.6,318
6,2,RIP,U,42,322
6,2,RIP,U,46.5,324
6,3,STR,U,2.7,319
6,3,RIP,U,53.2,327
6,3,RIP,U,60.8,330
6,4,RIP,U,43.6,323
6,0,,,63.7,331
6,0,,,63.7,332
6,0,,,66.1,333
6,0,,,69.9,334
6,0,,,70.4,335
7,1,STR,D,57.5,346
7,1,STR,D,58.1,347
7,1,RIP,U,58.2,348
7,1,RIP,D,61.9,355
7,1,STR,U,62.1,357
7,1,STR,U,66.9,365
7,1,RIP,U,69.8,366
7,2,STR,U,37,339
7,2,STR,U,37.9,340
7,2,STR,D,46,342
7,2,STR,D,54.9,344
7,2,RIP,U,60.4,350
7,2,RIP,D,61.3,353
7,2,RIP,D,62,356
7,2,RIP,U,63.3,359
7,3,STR,D,29,336
7,3,STR,D,35.4,337
7,3,STR,U,36.4,338
7,3,STR,U,39.5,341
7,3,RIP,U,53.1,343
7,3,RIP,U,60.2,349
7,3,RIP,D,61.1,352
7,3,RIP,D,62.2,358
7,4,RIP,D,57.3,345
7,4,RIP,U,60.9,351
7,4,RIP,D,61.5,354
7,4,STR,D,64.4,360
7,4,STR,D,65.1,361
7,4,STR,U,65.4,362
7,4,RIP,U,66.5,363
7,4,STR,U,66.6,364
8,1,STR,U,2.5,451
8,1,STR,D,6.5,452
8,1,RIP,D,43.4,454
8,2,STR,D,30.5,453
8,2,STR,D,47,456
8,2,STR,U,48.3,457
8,2,STR,U,55.2,461
8,2,RIP,D,61,462
8,2,RIP,D,69.4,470
8,3,RIP,D,51.4,458
8,3,RIP,D,53.7,460
8,4,RIP,D,43.7,455
8,4,RIP,D,52,459
8,0,,,64.5,463
8,0,,,66.3,464
8,0,,,66.3,465
8,0,,,67.7,466
8,0,,,68.2,467
8,0,,,68.4,468
8,0,,,69,469
8,0,,,70,471
8,0,,,70.4,472
8,0,,,71.4,473
9,1,STR,U,35.8,482
9,1,RIP,D,40.7,484
9,1,STR,D,43.1,486
9,1,STR,U,45.1,489
9,1,STR,D,48.1,494
9,1,RIP,U,52.2,501
9,1,RIP,U,55.6,504
9,1,RIP,D,55.8,505
9,2,STR,U,31.2,479
9,2,RIP,U,45,488
9,2,STR,U,46.2,491
9,2,RIP,D,50.5,496
9,2,RIP,D,51.2,498
9,2,RIP,U,51.9,499
9,3,STR,D,32,480
9,3,RIP,U,34.4,481
9,3,RIP,D,36.3,483
9,3,STR,D,41.7,485
9,3,STR,U,47.2,492
9,3,RIP,U,47.6,493
9,3,RIP,D,49.4,495
9,3,STR,U,51.1,497
9,4,STR,U,4.3,474
9,4,STR,U,7.2,475
9,4,STR,D,11,476
9,4,STR,D,12.6,477
9,4,RIP,U,25.8,478
9,4,RIP,D,44.5,487
9,4,RIP,D,45.5,490
10,1,STR,D,27,546
10,1,STR,U,30.5,553
10,1,STR,U,31.3,557
10,1,RIP,D,31.4,558
10,1,STR,D,31.6,560
10,1,RIP,D,34.9,571
10,1,RIP,U,36,573
10,1,RIP,U,38.6,575
10,2,STR,D,26.8,545
10,2,STR,D,30,552
10,2,RIP,D,30.9,556
10,2,RIP,D,32.2,562
10,2,RIP,U,33,566
10,2,RIP,U,33.8,568
10,2,STR,U,38.3,574
10,2,STR,U,39.8,576
10,3,STR,D,14.2,540
10,3,STR,U,14.4,541
10,3,STR,U,17.8,542
10,3,STR,D,19.8,543
10,3,RIP,D,27.7,547
10,3,RIP,D,28.4,548
10,3,RIP,U,30.8,555
10,3,RIP,U,33.4,567
10,4,RIP,D,26.7,544
10,4,STR,U,29.1,549
10,4,STR,U,29.3,551
10,4,RIP,D,30.7,554
10,4,RIP,U,31.5,559
10,4,STR,D,32.1,561
10,4,RIP,U,32.6,564
10,4,STR,D,32.8,565
10,0,,,29.2,550
10,0,,,32.4,563
10,0,,,34,569
10,0,,,34.5,570
10,0,,,35.7,572
11,1,STR,D,37.1,619
11,1,STR,U,40.7,624
11,1,STR,D,41.2,625
11,1,RIP,D,42.4,627
11,1,RIP,U,44.1,631
11,1,STR,U,44.9,634
11,1,RIP,D,45.8,637
11,1,RIP,U,46.8,639
11,2,STR,U,16.9,613
11,2,STR,U,33,617
11,2,STR,D,37.3,620
11,2,RIP,D,42.8,628
11,2,RIP,D,44.8,633
11,2,STR,D,48.7,641
11,3,STR,U,11.3,610
11,3,STR,U,11.9,612
11,3,STR,D,35.7,618
11,3,RIP,D,39.5,622
11,3,RIP,U,40.1,623
11,3,STR,D,43.4,630
11,3,RIP,D,44.3,632
11,3,RIP,U,45.5,635
11,4,STR,U,11.8,611
11,4,STR,U,21.5,614
11,4,STR,D,26.2,615
11,4,STR,D,27.9,616
11,4,RIP,U,38.5,621
11,4,RIP,D,41.2,626
11,4,RIP,U,42.8,629
11,4,RIP,D,45.7,636
12,1,STR,U,24.3,646
12,1,STR,U,31.2,648
12,1,STR,D,31.6,649
12,1,STR,D,36.3,654
12,1,RIP,D,37.4,656
12,1,RIP,D,42.6,662
12,1,RIP,U,42.9,663
12,1,RIP,U,45.1,672
12,2,STR,U,35.8,653
12,2,RIP,U,36.4,655
12,2,STR,U,39.8,660
12,2,STR,D,41.7,661
12,2,RIP,D,43.2,665
12,2,RIP,D,44,667
12,2,STR,D,44.6,671
12,2,RIP,U,45.1,673
12,3,STR,D,38.9,658
12,3,RIP,U,39,659
12,3,RIP,D,43.1,664
12,3,RIP,D,43.5,666
12,3,STR,U,44.2,668
12,3,RIP,U,44.4,669
12,3,STR,U,44.4,670
12,3,STR,D,45.8,675
12,4,STR,D,21.8,645
12,4,STR,U,27.8,647
12,4,STR,D,32.8,650
12,4,STR,U,35.4,651
12,4,RIP,D,35.7,652
12,4,RIP,U,38.8,657
12,4,RIP,D,45.5,674
12,4,RIP,U,48.2,676
13,1,STR,D,55.8,688
13,1,STR,D,56.1,689
13,1,RIP,U,63.1,695
13,1,RIP,U,63.7,697
13,1,RIP,D,64.8,698
13,1,STR,U,67.8,705
13,1,RIP,D,71.2,709
13,1,STR,U,72.7,711
13,2,RIP,D,26.8,682
13,2,STR,D,37,683
13,2,RIP,D,45,684
13,2,RIP,U,50.4,686
13,2,STR,D,51.1,687
13,2,STR,U,61.6,691
13,2,STR,U,61.6,692
13,2,RIP,U,63.3,696
13,3,RIP,U,49,685
13,3,STR,D,62.7,693
13,3,RIP,U,68.4,706
13,3,STR,U,68.4,707
13,3,STR,U,70.2,708
13,3,RIP,D,73.2,712
13,3,STR,D,74.1,714
13,3,RIP,D,75,715
13,4,STR,U,59.9,690
13,4,STR,U,62.8,694
13,4,RIP,D,65.5,699
13,4,RIP,U,66.4,700
13,4,RIP,U,66.9,702
13,4,RIP,D,67.1,704
13,4,STR,D,72.4,710
13,4,STR,D,73.4,713
13,0,,,66.7,701
13,0,,,67,703
13,0,,,76.8,716
13,0,,,77.5,717
13,0,,,78.8,718
14,1,STR,D,57.4,734
14,1,STR,D,61.8,739
14,1,STR,U,62.9,740
14,1,STR,U,63.2,742
14,1,RIP,U,65.9,748
14,1,RIP,U,66.2,749
14,1,RIP,D,70.4,754
14,1,RIP,D,74,755
14,2,RIP,D,42.3,719
14,2,STR,D,48.1,720
14,2,RIP,U,49.8,721
14,2,STR,D,51.4,723
14,2,RIP,U,52.4,725
14,2,RIP,D,53.6,727
14,2,STR,U,56.7,731
14,2,STR,U,56.9,732
14,3,STR,D,51,722
14,3,STR,U,54.5,728
14,3,RIP,D,56.9,733
14,3,STR,D,58.1,735
14,3,RIP,U,58.4,736
14,3,STR,U,58.9,737
14,3,RIP,D,66.9,751
14,3,RIP,U,68.5,752
14,4,STR,D,52.8,726
14,4,RIP,D,55.7,729
14,4,STR,U,55.7,730
14,4,STR,U,60.3,738
14,4,STR,D,63.8,743
14,4,RIP,D,64.1,744
14,4,RIP,U,64.4,745
14,4,RIP,U,64.4,746
14,0,,,51.8,724
14,0,,,63.1,741
14,0,,,65.2,747
14,0,,,66.3,750
14,0,,,69.4,753
15,1,STR,U,42.6,757
15,1,STR,U,51.2,761
15,1,STR,D,53.8,762
15,1,RIP,D,58,763
15,1,STR,D,75.3,776
15,1,RIP,U,75.4,777
15,1,RIP,U,78.9,780
15,1,RIP,D,80.9,784
15,2,RIP,D,40.1,756
15,2,STR,D,43.6,758
15,2,STR,U,46.2,759
15,2,STR,U,50.3,760
15,2,RIP,D,73.3,769
15,2,STR,D,74,772
15,2,RIP,U,74.9,774
15,2,RIP,U,80.7,783
15,3,RIP,U,59.2,764
15,3,RIP,D,64.7,765
15,3,STR,D,70.1,767
15,3,RIP,D,74.8,773
15,3,STR,U,75.1,775
15,3,RIP,U,75.5,778
15,3,STR,U,81.3,786
15,3,STR,D,83.9,789
15,4,RIP,U,72,768
15,4,STR,U,73.7,770
15,4,RIP,U,80.2,782
15,4,STR,U,81,785
15,4,RIP,D,83.4,787
15,4,RIP,D,83.6,788
15,4,STR,D,85.7,790
15,0,,,66,766
15,0,,,73.8,771
15,0,,,75.5,779
15,0,,,79.1,781
16,1,RIP,U,16.1,867
16,1,STR,D,17.4,868
16,1,RIP,D,34,874
16,1,RIP,U,53.8,878
16,1,STR,U,54.5,879
16,1,STR,U,60.6,885
16,1,RIP,D,61.6,886
16,1,STR,D,62.5,889
16,2,RIP,U,6,864
16,2,RIP,U,11.9,865
16,2,STR,D,20.1,869
16,2,RIP,D,21.5,870
16,2,RIP,D,64.2,892
16,2,STR,U,67.1,893
16,2,STR,U,69,895
16,2,STR,D,69.7,897
16,3,RIP,D,15.8,866
16,3,RIP,U,22.4,871
16,3,RIP,U,27.6,872
16,3,STR,D,46.9,877
16,3,STR,D,55.4,881
16,3,RIP,D,63.5,890
16,3,STR,U,67.1,894
16,3,STR,U,73,899
16,4,RIP,D,29.3,873
16,4,RIP,U,40.3,875
16,4,RIP,U,44.8,876
16,4,STR,U,60.2,884
16,4,RIP,D,61.6,887
16,4,STR,U,61.8,888
16,4,STR,D,63.9,891
16,4,STR,D,73.7,900
16,0,,,55.1,880
16,0,,,56.4,882
16,0,,,60.1,883
16,0,,,69.5,896
16,0,,,72.3,898
17,1,STR,D,19.6,1033
17,1,STR,D,33.3,1035
17,1,RIP,D,39.1,1037
17,1,RIP,U,60.2,1045
17,1,RIP,U,60.9,1046
17,1,RIP,D,63.2,1050
17,2,STR,D,1.9,1022
17,2,STR,D,2.7,1024
17,2,STR,U,12.8,1029
17,2,STR,U,28.9,1034
17,2,RIP,D,35,1036
17,2,RIP,D,44.3,1038
17,2,RIP,U,45.3,1039
17,2,RIP,U,46.4,1040
17,3,STR,U,6.7,1026
17,3,STR,U,8.2,1027
17,3,STR,D,15.7,1031
17,3,STR,D,18,1032
17,3,RIP,U,56.3,1041
17,3,RIP,U,59.5,1042
17,3,RIP,D,62.5,1049
17,3,RIP,D,68,1053
17,4,STR,U,2.1,1023
17,4,STR,U,3.7,1025
17,4,STR,D,9.8,1028
17,4,STR,D,13.6,1030
17,4,RIP,D,59.7,1043
17,4,RIP,U,60.1,1044
17,4,RIP,D,68.8,1054
17,4,RIP,U,70.3,1055
17,0,,,61,1047
17,0,,,62.4,1048
17,0,,,64.9,1051
17,0,,,66.4,1052
17,0,,,71.3,1056
18,1,RIP,D,38.3,1125
18,1,STR,U,43,1131
18,1,STR,D,44.8,1138
18,1,STR,U,45.1,1141
18,1,RIP,D,45.7,1143
18,1,RIP,U,46.3,1145
18,1,RIP,U,47,1150
18,1,STR,D,51.2,1157
18,2,RIP,U,40.7,1126
18,2,RIP,U,43.4,1133
18,2,RIP,D,45,1139
18,2,RIP,D,45.7,1144
18,2,STR,D,46.9,1149
18,2,STR,U,47.5,1151
18,2,STR,U,48.6,1154
18,2,STR,D,52.2,1158
18,3,RIP,D,41.1,1127
18,3,STR,D,42.6,1129
18,3,RIP,U,43.3,1132
18,3,RIP,D,45.4,1142
18,3,STR,U,46.3,1146
18,3,STR,U,46.7,1147
18,3,STR,D,46.7,1148
18,3,RIP,U,48.2,1153
18,4,RIP,U,42.4,1128
18,4,STR,U,43.6,1134
18,4,RIP,D,44.4,1135
18,4,RIP,U,44.5,1136
18,4,RIP,D,44.7,1137
18,4,STR,U,50.9,1156
18,4,STR,D,53.7,1160
18,4,STR,D,58.2,1161
19,1,STR,D,19.3,1169
19,1,STR,U,28.6,1176
19,1,RIP,U,28.7,1177
19,1,RIP,U,29.4,1178
19,1,STR,U,29.8,1179
19,1,STR,D,40.5,1185
19,1,RIP,D,52.9,1191
19,1,RIP,D,56.3,1192
19,2,STR,D,9.2,1164
19,2,STR,U,17.4,1167
19,2,RIP,U,19.3,1170
19,2,STR,U,19.6,1171
19,2,STR,D,21.7,1172
19,2,RIP,D,50.3,1187
19,2,RIP,U,51.3,1188
19,2,RIP,D,51.4,1189
19,3,RIP,D,5.8,1162
19,3,RIP,D,8.8,1163
19,3,RIP,U,16.3,1165
19,3,RIP,U,17.1,1166
19,3,STR,U,32.6,1182
19,3,STR,U,39.1,1183
19,3,STR,D,42.7,1186
19,3,STR,D,51.4,1190
19,4,STR,U,18.6,1168
19,4,RIP,U,26.2,1173
19,4,STR,D,26.2,1174
19,4,STR,D,28.5,1175
19,4,RIP,D,29.8,1180
19,4,STR,U,30.8,1181
19,4,RIP,D,39.3,1184
19,4,RIP,U,62.4,1195
19,0,,,60.1,1193
19,0,,,62.1,1194
19,0,,,62.9,1196
19,0,,,65.6,1197
19,0,,,66.1,1198
20,1,STR,U,41.2,1398
20,1,STR,U,41.8,1399
20,1,STR,D,48.7,1401
20,1,STR,D,50.9,1402
20,1,RIP,U,57.7,1408
20,1,RIP,D,58.3,1409
20,1,RIP,U,58.5,1411
20,1,RIP,D,62,1416
20,2,STR,U,54.1,1404
20,2,STR,U,55.4,1405
20,2,STR,D,56.6,1406
20,2,STR,D,58.4,1410
20,2,RIP,D,60.3,1413
20,2,RIP,D,63.9,1419
20,2,RIP,U,66.5,1424
20,2,RIP,U,69,1427
20,3,RIP,U,58.7,1412
20,3,STR,U,60.6,1414
20,3,RIP,D,61.9,1415
20,3,STR,D,63.2,1417
20,3,STR,U,64.2,1420
20,3,RIP,U,64.4,1421
20,3,STR,D,65.6,1422
20,3,RIP,D,68.7,1425
20,4,STR,U,46.7,1400
20,4,STR,D,53.8,1403
20,4,STR,D,56.9,1407
20,4,RIP,D,63.5,1418
20,4,RIP,U,65.6,1423
20,4,RIP,D,68.7,1426
20,4,RIP,U,69,1428
20,4,STR,U,78.6,1429
21,1,STR,D,41.1,1435
21,1,RIP,D,43,1437
21,1,STR,D,44.3,1440
21,1,STR,U,44.6,1441
21,1,STR,U,47.3,1443
21,1,RIP,D,49.3,1447
21,1,RIP,U,54,1455
21,1,RIP,U,55.8,1461
21,2,STR,D,37.8,1432
21,2,RIP,D,48.7,1446
21,2,STR,U,52.3,1450
21,2,RIP,U,53.6,1453
21,2,RIP,D,53.8,1454
21,2,STR,D,55.2,1458
21,2,RIP,U,56.5,1463
21,2,STR,U,57.4,1464
21,3,RIP,U,19.3,1430
21,3,RIP,U,34.6,1431
21,3,RIP,D,40.5,1433
21,3,STR,U,47.7,1444
21,3,STR,U,50.5,1448
21,3,STR,D,53.5,1452
21,3,RIP,D,55,1457
21,4,RIP,D,40.6,1434
21,4,STR,D,42.2,1436
21,4,RIP,D,43.5,1438
21,4,RIP,U,43.9,1439
21,4,RIP,U,47.2,1442
21,4,STR,D,48.4,1445
21,4,STR,U,51.4,1449
21,4,STR,U,53.3,1451
22,1,STR,U,6.3,1466
22,1,STR,D,9,1467
22,1,STR,U,10,1468
22,1,STR,D,15,1470
22,1,RIP,D,59.8,1481
22,1,RIP,D,60.9,1482
22,1,RIP,U,63.1,1485
22,1,RIP,U,69.1,1496
22,2,STR,D,32.3,1476
22,2,STR,D,34.3,1477
22,2,STR,U,61.2,1483
22,2,RIP,D,66.6,1491
22,2,STR,U,67,1492
22,2,RIP,U,67.9,1493
22,2,RIP,D,68.2,1494
22,2,RIP,U,69.5,1497
22,3,STR,D,11.8,1469
22,3,STR,D,15.1,1471
22,3,STR,U,18.9,1472
22,3,STR,U,28.1,1475
22,3,RIP,U,56.7,1480
22,3,RIP,D,61.6,1484
22,3,RIP,U,63.3,1486
22,3,RIP,D,63.8,1487
22,4,STR,U,25.8,1473
22,4,STR,U,27.7,1474
22,4,STR,D,36.4,1478
22,4,STR,D,37.1,1479
22,4,RIP,U,65.4,1488
22,4,RIP,D,65.5,1489
22,4,RIP,U,65.5,1490
22,4,RIP,D,68.9,1495
22,0,,,73.9,1498
22,0,,,74.2,1499
22,0,,,76.4,1500
22,0,,,76.8,1501
22,0,,,77.7,1502
23,1,STR,U,27.4,1508
23,1,STR,U,30.1,1509
23,1,STR,D,38.7,1512
23,1,STR,D,41.6,1514
23,1,RIP,U,44.7,1518
23,1,RIP,U,58.5,1522
23,1,RIP,D,59.2,1523
23,1,RIP,D,68.3,1531
23,2,STR,D,26.9,1507
23,2,STR,U,33.4,1510
23,2,STR,D,43.7,1516
23,2,RIP,U,46.7,1519
23,2,RIP,D,49.5,1520
23,2,STR,U,51,1521
23,2,RIP,U,61.9,1526
23,2,RIP,D,66.4,1529
23,3,STR,D,11.6,1503
23,3,STR,D,18.5,1504
23,3,STR,U,37.8,1511
23,3,STR,U,41.3,1513
23,3,RIP,U,61.8,1525
23,3,RIP,U,63.7,1528
23,3,RIP,D,68.6,1532
23,3,RIP,D,70,1533
23,4,STR,U,23.3,1505
23,4,STR,U,24.6,1506
23,4,STR,D,43.5,1515
23,4,STR,D,44.1,1517
23,4,RIP,U,59.8,1524
23,4,RIP,D,63.3,1527
23,4,RIP,U,66.4,1530
23,4,RIP,D,70.3,1534
24,1,STR,D,1.1,1535
24,1,STR,U,3.3,1536
24,1,STR,D,3.3,1537
24,1,STR,U,3.9,1538
24,1,RIP,U,16.9,1539
24,1,RIP,D,31.5,1546
24,1,RIP,U,41.1,1554
24,1,RIP,D,43.2,1557
24,2,STR,U,21,1541
24,2,RIP,U,23,1543
24,2,STR,D,35.9,1547
24,2,STR,U,39.4,1551
24,2,RIP,D,42.2,1555
24,2,STR,D,44.2,1559
24,2,RIP,D,47.8,1565
24,2,RIP,U,51.5,1568
24,3,STR,U,21.5,1542
24,3,RIP,U,36.4,1548
24,3,STR,D,37.5,1549
24,3,RIP,U,42.3,1556
24,3,STR,D,45.5,1560
24,3,RIP,D,50.2,1566
24,3,RIP,D,50.2,1567
24,3,STR,U,58.3,1571
24,4,STR,D,18.1,1540
24,4,STR,D,27.5,1544
24,4,STR,U,31.2,1545
24,4,RIP,U,39.1,1550
24,4,RIP,U,39.6,1552
24,4,RIP,D,40.4,1553
24,4,STR,U,45.9,1561
24,4,RIP,D,46.3,1563
25,1,STR,U,20.7,1579
25,1,STR,U,24.9,1580
25,1,RIP,U,29.5,1583
25,1,RIP,U,38.8,1586
25,2,STR,U,5,1572
25,2,STR,D,8.8,1575
25,2,STR,D,12.6,1578
25,2,STR,U,25.5,1581
25,2,RIP,U,28.3,1582
25,2,RIP,U,40.3,1588
25,2,RIP,D,46.3,1593
25,2,RIP,D,46.4,1595
25,4,STR,D,7.6,1573
25,4,STR,U,8.7,1574
25,4,STR,D,11.1,1576
25,4,STR,U,12,1577
25,4,RIP,D,35.4,1584
